['S00110072018', 'L01303012019', 'D01303012019', 'K02414042020', 'M02319032020', 'P03612022020', '10072018']
['S04504102021', 'L05709052022', 'D05931082022', 'K05717122022', 'M05521112022', 'P05812112022', '26102021']
['S04612022022', 'L05829092022', 'D06006032022', 'K05821062022', 'M05614122022', 'P05918122022', '12022022']
['S04717032022', 'L05904022022', 'D06130042022', 'K05922082022', 'M05706062022', 'P06001122022', '17032022']
['S04805052022', 'L06007042022', 'D06206042022', 'K06005082022', 'M05805072022', 'P06102112022', '05052022']
['S05029072022', 'L06123032022', 'D06324082022', 'K06117092022', 'M05926072022', 'P06214012022', '24052022']
['S05113082022', 'L06214092022', 'D06402082022', 'K06218112022', 'M06020092022', 'P06316022022', '29072022']
['S05229102022', 'L06303072022', 'D06528052022', 'K06330082022', 'M06114092022', 'P06419092022', '13082022']
['S05309112022', 'L06415082022', 'D06612112022', 'K06431082022', 'M06227042022', 'P06515062022', '29102022']
['S05529122022', 'L06523082022', 'D06708082022', 'K06517112022', 'M06329062022', 'P06602092022', '09112022']
['S05605062022', 'L06623082022', 'D06802032022', 'K06616062022', 'M06402042022', 'P06708042022', '18112022']
['S05722102022', 'L06702022022', 'D06902072022', 'K06725012022', 'M06501042022', 'P06802092022', '29122022']
['S00103022018', 'L01310052019', 'D01320042019', 'K02503012020', 'M02503012020', 'P03623112020', '03022018']
['S00224032018', 'L01411052019', 'D01410052019', 'K02617012020', 'M02617012020', 'P03702092020', '24032018']
['S00303052018', 'L01511072019', 'D01511052019', 'K02811052020', 'M02719012020', 'P03807072020', '03052018']
['S00613062018', 'L01623072019', 'D01611072019', 'K02917052020', 'M02917052020', 'P03925032020', '07052018']
['S00726062018', 'L01709082019', 'D01723072019', 'K03020062020', 'M03020062020', 'P04027112020', '05062018']
['S00816092018', 'L01824092019', 'D01809082019', 'K03117072020', 'M03117072020', 'P04102012020', '13062018']
['S00920102018', 'L01926092019', 'D01924092019', 'K03220072020', 'M03220072020', 'P04207012020', '26062018']
['S01027112018', 'L02127122019', 'D02026092019', 'K03324082020', 'M03324082020', 'P04319102020', '16092018']
['S01120112018', 'L02220092019', 'D02125112019', 'K03405112020', 'M03405112020', 'P04415062020', '20102018']
['S01210112018', 'L02307112019', 'D02330012019', 'K03513122020', 'M03517092020', 'P04531052020', '27112018']
['S01320042019', 'L02403012020', 'D02403012020', 'K03623012021', 'M03623012021', 'P04623012021', '20042019']
['S01410052019', 'L02517012020', 'D02517012020', 'K03827022021', 'M03726012021', 'P04726012021', '10052019']
['S01511052019', 'L02619012020', 'D02711052020', 'K03923032021', 'M03827022021', 'P04827022021', '11052019']
['S01611072019', 'L02711052020', 'D02817052020', 'K04025032021', 'M03923032021', 'P04923032021', '11072019']
['S01723072019', 'L02920062020', 'D02920062020', 'K04115042021', 'M04025032021', 'P05025032021', '23072019']
['S01809082019', 'L03120072020', 'D03017072020', 'K04201052021', 'M04115042021', 'P05115042021', '09082019']
['S01924092019', 'L03224082020', 'D03120072020', 'K04310072021', 'M04310072021', 'P05419072021', '24092019']
['S02125112019', 'L03305112020', 'D03224082020', 'K04419072021', 'M04419072021', 'P05508112021', '26092019']
['S02303072019', 'L03426092020', 'D03305112020', 'K04508112021', 'M04508112021', 'P04610102021', '25112019']
['S02418072019', 'L03521122020', 'D03423122020', 'K04627122021', 'M04612112021', 'P04725102021', '27122019']
['S02503012020', 'L03623012021', 'D03523012021', 'K04721122021', 'M04727072021', 'P04821112021', '03012020']
['S02617012020', 'L03726012021', 'D03626012021', 'K04830082021', 'M04808092021', 'P04904012021', '17012020']
['S02917052020', 'L03827022021', 'D03727022021', 'K04909012021', 'M04922032021', 'P05022012021', '19012020']
['S03020062020', 'L03923032021', 'D03925032021', 'K05009072021', 'M05021072021', 'P05111112021', '11052020']
['S03117072020', 'L04025032021', 'D04015042021', 'K05109092021', 'M05102102021', 'P05224012021', '17052020']
['S03220072020', 'L04115042021', 'D04101052021', 'K05219042021', 'M05205022021', 'P05325032021', '20062020']
['S03324082020', 'L04201052021', 'D04319072021', 'K05306082021', 'M05317042021', 'P05407112021', '17072020']
['S03405112020', 'L04310072021', 'D04408112021', 'K05428092021', 'M05420052021', 'P05528072021', '20072020']
['S03526102020', 'L04508112021', 'D04501122021', 'K05516022021', 'M05514072021', 'P05627092021', '24082020']
['S03623122020', 'L04606122021', 'D04612112021', 'K05601082021', 'M05601122021', 'P05719082021', '05112020']
['S03723012021', 'L04709012022', 'D04709012022', 'K05709012022', 'M05709012022', 'P05809012022', '23012021']
['S03826012021', 'L04813022022', 'D04813022022', 'K05813022022', 'M05813022022', 'P05913022022', '26012021']
['S04023032021', 'L04911042022', 'D04911042022', 'K05911042022', 'M05911042022', 'P06011042022', '27022021']
['S04125032021', 'L05024042022', 'D05024042022', 'K06024042022', 'M06125042022', 'P06124042022', '23032021']
['S04215042021', 'L05223052022', 'D05125042022', 'K06125042022', 'M06223052022', 'P06225042022', '25032021']
['S04301052021', 'L05331082022', 'D05331082022', 'K06223052022', 'M06331082022', 'P06323052022', '15042021']
['S04519072021', 'L05423092022', 'D05423092022', 'K06331082022', 'M06423092022', 'P06431082022', '01052021']
['S04608112021', 'L05530102022', 'D05530102022', 'K06423092022', 'M06530102022', 'P06523092022', '10072021']
['S04719122021', 'L05709122022', 'D05629122022', 'K06530102022', 'M06629122022', 'P06630102022', '19072021']
['S04816122021', 'L05825112022', 'D05720102022', 'K05722042022', 'M05704112022', 'P05808102022', '08112021']
['S05013022022', 'L05901052022', 'D05825112022', 'K05821012022', 'M05810092022', 'P05917112022', '09012022']
['S05111042022', 'L06030082022', 'D05913112022', 'K05926052022', 'M05929032022', 'P06024012022', '13022022']
['S05224042022', 'L06106012022', 'D06006032022', 'K06030102022', 'M06014032022', 'P06109022022', '11042022']
['S05325042022', 'L06209102022', 'D06108042022', 'K06128122022', 'M06107092022', 'P06230092022', '24042022']
['S05423052022', 'L06312052022', 'D06219042022', 'K06206092022', 'M06223102022', 'P06325082022', '25042022']
['S05531082022', 'L06407112022', 'D06321102022', 'K06327032022', 'M06331032022', 'P06413012022', '23052022']
['S05623092022', 'L06530122022', 'D06404122022', 'K06422052022', 'M06417092022', 'P06507082022', '31082022']
['S05730102022', 'L06619062022', 'D06522032022', 'K06519122022', 'M06525022022', 'P06624112022', '23092022']
['S05829122022', 'L06701022022', 'D06606042022', 'K06625062022', 'M06614012022', 'P06701012022', '30102022']
['S05924122022', 'L06815052022', 'D06728082022', 'K06714102022', 'M06713032022', 'P06820072022', '29122022']
['S00125012018', 'L01431012019', 'D01322012019', 'K02315022020', 'M02515022020', 'P03524082020', '25012018']
['S00211042018', 'L01523022019', 'D01431012019', 'K02525022020', 'M02617022020', 'P03606042020', '11042018']
['S00306062018', 'L01612062019', 'D01523022019', 'K02629032020', 'M02725022020', 'P03710082020', '06062018']
['S00431072018', 'L01713072019', 'D01612062019', 'K02811052020', 'M02902042020', 'P03816032020', '31072018']
['S00616102018', 'L01815092019', 'D01815092019', 'K02918072020', 'M03011052020', 'P03923072020', '29092018']
['S00729102018', 'L01925092019', 'D02001112019', 'K03002092020', 'M03118072020', 'P04019012020', '16102018']
['S00808122018', 'L02001112019', 'D02104122019', 'K03119102020', 'M03202092020', 'P04113062020', '29102018']
['S00916122018', 'L02104122019', 'D02221122019', 'K03202122020', 'M03319102020', 'P04213072020', '08122018']
['S01017122018', 'L02221122019', 'D02304082019', 'K03307122020', 'M03402122020', 'P04326082020', '16122018']
['S01118072018', 'L02327122019', 'D02403092019', 'K03402102020', 'M03509122020', 'P04431052020', '17122018']
['S01222012019', 'L02415022020', 'D02515022020', 'K03521022021', 'M03621022021', 'P04521022021', '22012019']
['S01423022019', 'L02517022020', 'D02617022020', 'K03626022021', 'M03726022021', 'P04626022021', '31012019']
['S01512062019', 'L02625022020', 'D02829032020', 'K03728022021', 'M03828022021', 'P04728022021', '23022019']
['S01613072019', 'L02729032020', 'D02902042020', 'K03825032021', 'M03925032021', 'P04825032021', '12062019']
['S01715092019', 'L02802042020', 'D03011052020', 'K03928032021', 'M04028032021', 'P04928032021', '13072019']
['S01825092019', 'L02911052020', 'D03118072020', 'K04007042021', 'M04228072021', 'P05128072021', '15092019']
['S01901112019', 'L03102092020', 'D03202092020', 'K04128072021', 'M04322102021', 'P05222102021', '25092019']
['S02004122019', 'L03302122020', 'D03319102020', 'K04222102021', 'M04429102021', 'P05329102021', '01112019']
['S02121122019', 'L03401112020', 'D03512102020', 'K04329102021', 'M04531102021', 'P04507112021', '04122019']
['S02225122019', 'L03526082020', 'D03609112020', 'K04522122021', 'M04615122021', 'P04611032021', '21122019']
['S02315022020', 'L03621022021', 'D03721022021', 'K04618112021', 'M04730052021', 'P04707092021', '15022020']
['S02417022020', 'L03726022021', 'D03826022021', 'K04726052021', 'M04812042021', 'P04825052021', '17022020']
['S02629032020', 'L03828022021', 'D03928022021', 'K04810032021', 'M04904052021', 'P04924102021', '25022020']
['S02702042020', 'L03925032021', 'D04025032021', 'K04906012021', 'M05002092021', 'P05014012021', '29032020']
['S02811052020', 'L04107042021', 'D04128032021', 'K05028102021', 'M05130112021', 'P05128112021', '02042020']
['S02918072020', 'L04228072021', 'D04207042021', 'K05105062021', 'M05223052021', 'P05203112021', '11052020']
['S03002092020', 'L04322102021', 'D04422102021', 'K05227072021', 'M05319042021', 'P05315082021', '18072020']
['S03119102020', 'L04429102021', 'D04529102021', 'K05311072021', 'M05422122021', 'P05426022021', '02092020']
['S03202122020', 'L04531102021', 'D04631102021', 'K05406022021', 'M05517012021', 'P05514072021', '19102020']
['S03326122020', 'L04602112021', 'D04730102021', 'K05528032021', 'M05628102021', 'P05603032021', '02122020']
['S03526022021', 'L04812022022', 'D04801012022', 'K05712022022', 'M05701012022', 'P05701012022', '21022021']
['S03628022021', 'L04916022022', 'D04912022022', 'K05816022022', 'M05812022022', 'P06010062022', '26022021']
['S03725032021', 'L05110062022', 'D05016022022', 'K06010062022', 'M05916022022', 'P06110062022', '28022021']
['S03907042021', 'L05229082022', 'D05110062022', 'K06129082022', 'M06010062022', 'P06229082022', '25032021']
['S04028072021', 'L05325092022', 'D05210062022', 'K06225092022', 'M06110062022', 'P06325092022', '28032021']
['S04122102021', 'L05413102022', 'D05513102022', 'K06313102022', 'M06325092022', 'P06413102022', '07042021']
['S04229102021', 'L05528112022', 'D05628112022', 'K06428112022', 'M06413102022', 'P06528112022', '28072021']
['S04331102021', 'L05610122022', 'D05710122022', 'K06510122022', 'M06610122022', 'P06610122022', '22102021']
['S04413112021', 'L05703082022', 'D05805122022', 'K05629122022', 'M05722052022', 'P05721112022', '29102021']
['S04511102021', 'L05829122022', 'D05915102022', 'K05727122022', 'M05804052022', 'P05826112022', '31102021']
['S04601012022', 'L05910072022', 'D06012042022', 'K05826092022', 'M05913122022', 'P05910072022', '01012022']
['S04712022022', 'L06005022022', 'D06106032022', 'K05913062022', 'M06025112022', 'P06024042022', '12022022']
['S04910062022', 'L06109012022', 'D06221112022', 'K06014092022', 'M06128052022', 'P06118032022', '16022022']
['S05010062022', 'L06223122022', 'D06311012022', 'K06114012022', 'M06229082022', 'P06209012022', '10062022']
['S05129082022', 'L06315062022', 'D06415052022', 'K06209052022', 'M06330012022', 'P06310032022', '10062022']
['S05225092022', 'L06430042022', 'D06525022022', 'K06318052022', 'M06409062022', 'P06427122022', '29082022']
['S05313102022', 'L06510052022', 'D06624072022', 'K06414082022', 'M06518072022', 'P06526102022', '25092022']
['S05428112022', 'L06608022022', 'D06730042022', 'K06502072022', 'M06623112022', 'P06629032022', '13102022']
['S05510122022', 'L06717042022', 'D06816042022', 'K06603112022', 'M06703082022', 'P06724072022', '28112022']
['S05601122022', 'L06825082022', 'D06927082022', 'K06723102022', 'M06816112022', 'P06801052022', '10122022']
['S00110012018', 'L01326012019', 'D01226012019', 'K02415022020', 'M02315022020', 'P03424112020', '10012018']
['S00302022018', 'L01405022019', 'D01305022019', 'K02626052020', 'M02405052020', 'P03527112020', '27012018']
['S00417022018', 'L01603032019', 'D01428022019', 'K02726052020', 'M02526052020', 'P03618072020', '02022018']
['S00526022018', 'L01704032019', 'D01503032019', 'K02828052020', 'M02626052020', 'P03727052020', '17022018']
['S00605032018', 'L01806042019', 'D01604032019', 'K02908062020', 'M02728052020', 'P03823012020', '26022018']
['S00703072018', 'L01912052019', 'D01706042019', 'K03131102020', 'M02808062020', 'P03929072020', '05032018']
['S00817072018', 'L02005082019', 'D01812052019', 'K03205112020', 'M02902072020', 'P04024092020', '03072018']
['S00927102018', 'L02121082019', 'D01905082019', 'K03307112020', 'M03031102020', 'P04106092020', '17072018']
['S01002122018', 'L02310102019', 'D02118102019', 'K03416122020', 'M03105112020', 'P04202062020', '27102018']
['S01129122018', 'L02407112019', 'D02229102019', 'K03522102020', 'M03316112020', 'P04304072020', '02122018']
['S01305022019', 'L02515022020', 'D02315022020', 'K03708032021', 'M03419012021', 'P04419012021', '26012019']
['S01428022019', 'L02605052020', 'D02405052020', 'K03811032021', 'M03611032021', 'P04508032021', '05022019']
['S01503032019', 'L02726052020', 'D02526052020', 'K04017032021', 'M03711032021', 'P04711032021', '28022019']
['S01604032019', 'L02826052020', 'D02626052020', 'K04120052021', 'M03817032021', 'P04817032021', '03032019']
['S01706042019', 'L02928052020', 'D02808062020', 'K04217092021', 'M03920052021', 'P04920052021', '04032019']
['S01812052019', 'L03102072020', 'D02902072020', 'K04311102021', 'M04017092021', 'P05017092021', '06042019']
['S01905082019', 'L03231102020', 'D03105112020', 'K04427102021', 'M04111102021', 'P05227102021', '12052019']
['S02021082019', 'L03407112020', 'D03207112020', 'K04503112021', 'M04227102021', 'P05303112021', '05082019']
['S02231052019', 'L03508032020', 'D03326112020', 'K04619122021', 'M04303112021', 'P04404122021', '21082019']
['S02311122019', 'L03620082020', 'D03421092020', 'K04711122021', 'M04419112021', 'P04524092021', '18102019']
['S02415022020', 'L03719012021', 'D03519012021', 'K04831102021', 'M04504012021', 'P04624012021', '15022020']
['S02505052020', 'L03808032021', 'D03608032021', 'K04918052021', 'M04611122021', 'P04720032021', '05052020']
['S02626052020', 'L04011032021', 'D03711032021', 'K05006052021', 'M04717102021', 'P04812062021', '26052020']
['S02726052020', 'L04117032021', 'D03811032021', 'K05111082021', 'M04806012021', 'P04916032021', '26052020']
['S02828052020', 'L04220052021', 'D04020052021', 'K05214092021', 'M04929092021', 'P05006122021', '28052020']
['S03002072020', 'L04317092021', 'D04117092021', 'K05313022021', 'M05011062021', 'P05120122021', '08062020']
['S03131102020', 'L04411102021', 'D04211102021', 'K05405062021', 'M05105052021', 'P05221112021', '02072020']
['S03307112020', 'L04527102021', 'D04327102021', 'K05505092021', 'M05225092021', 'P05326012021', '31102020']
['S03425112020', 'L04603112021', 'D04403112021', 'K05625042021', 'M05321112021', 'P05420042021', '05112020']
['S03514092020', 'L04708112021', 'D04512122021', 'K05724012021', 'M05420032021', 'P05505082021', '07112020']
['S03619012021', 'L04808022022', 'D04608022022', 'K05908022022', 'M05508022022', 'P05608022022', '19012021']
['S03708032021', 'L04908022022', 'D04708022022', 'K06017022022', 'M05717022022', 'P05708022022', '08032021']
['S03811032021', 'L05017022022', 'D04817022022', 'K06125022022', 'M05825022022', 'P05817022022', '11032021']
['S03911032021', 'L05226022022', 'D05026022022', 'K06226022022', 'M05926022022', 'P06026022022', '11032021']
['S04017032021', 'L05319032022', 'D05119032022', 'K06404042022', 'M06019032022', 'P06119032022', '17032021']
['S04217092021', 'L05404042022', 'D05204042022', 'K06512042022', 'M06104042022', 'P06204042022', '20052021']
['S04311102021', 'L05512042022', 'D05312042022', 'K06611052022', 'M06311052022', 'P06312042022', '17092021']
['S04427102021', 'L05704072022', 'D05504072022', 'K06704072022', 'M06404072022', 'P06411052022', '11102021']
['S04503112021', 'L05823112022', 'D05615102022', 'K05824122022', 'M05530092022', 'P06504072022', '27102021']
['S04613092021', 'L05927102022', 'D05703122022', 'K05907112022', 'M05614122022', 'P05601122022', '03112021']
['S04708022022', 'L06010022022', 'D05830092022', 'K06010052022', 'M05708072022', 'P05719062022', '08022022']
['S04808022022', 'L06107112022', 'D05905012022', 'K06116112022', 'M05808102022', 'P05827012022', '08022022']
['S04917022022', 'L06221092022', 'D06029052022', 'K06228092022', 'M05930052022', 'P05905122022', '17022022']
['S05126022022', 'L06318112022', 'D06117012022', 'K06315032022', 'M06023062022', 'P06020022022', '25022022']
['S05219032022', 'L06427082022', 'D06209062022', 'K06407062022', 'M06124102022', 'P06111022022', '26022022']
['S05304042022', 'L06518032022', 'D06329122022', 'K06521062022', 'M06221032022', 'P06228072022', '19032022']
['S05412042022', 'L06618012022', 'D06415082022', 'K06618082022', 'M06330092022', 'P06317092022', '04042022']
['S05511052022', 'L06712012022', 'D06508032022', 'K06725122022', 'M06416092022', 'P06414022022', '12042022']
['S05604072022', 'L06809032022', 'D06605032022', 'K06819112022', 'M06526042022', 'P06514112022', '11052022']
['S05722112022', 'L06908112022', 'D06725122022', 'K06928112022', 'M06612092022', 'P06603082022', '04072022']
['S00223032018', 'L01320012019', 'D01310022019', 'K02503012020', 'M02607012020', 'P03510072020', '31012018']
['S00312052018', 'L01410022019', 'D01530042019', 'K02718012020', 'M02718012020', 'P03629102020', '23032018']
['S00424052018', 'L01524032019', 'D01619072019', 'K02809022020', 'M02809022020', 'P03704122020', '12052018']
['S00506072018', 'L01630042019', 'D01702102019', 'K02902032020', 'M03029032020', 'P03822062020', '24052018']
['S00613072018', 'L01719072019', 'D01809102019', 'K03125042020', 'M03125042020', 'P03924112020', '06072018']
['S00710092018', 'L01909102019', 'D01922102019', 'K03212062020', 'M03212062020', 'P04003052020', '13072018']
['S00823102018', 'L02022102019', 'D02031102019', 'K03305072020', 'M03305072020', 'P04114082020', '10092018']
['S00921112018', 'L02131102019', 'D02101122019', 'K03421122020', 'M03421122020', 'P04202092020', '23102018']
['S01026122018', 'L02318112019', 'D02204122019', 'K03526122020', 'M03528122020', 'P04315122020', '21112018']
['S01117122018', 'L02408042019', 'D02322122019', 'K03607112020', 'M03605122020', 'P04424122020', '26122018']
['S01220012019', 'L02503012020', 'D02403012020', 'K03702012021', 'M03814012021', 'P04502012021', '20012019']
['S01424032019', 'L02607012020', 'D02507012020', 'K03814012021', 'M03909032021', 'P04614012021', '10022019']
['S01530042019', 'L02718012020', 'D02618012020', 'K03909032021', 'M04005042021', 'P04805042021', '24032019']
['S01619072019', 'L02809022020', 'D02709022020', 'K04005042021', 'M04113062021', 'P04913062021', '30042019']
['S01702102019', 'L02902032020', 'D02802032020', 'K04113062021', 'M04216062021', 'P05016062021', '19072019']
['S01809102019', 'L03029032020', 'D03025042020', 'K04216062021', 'M04322062021', 'P05122062021', '02102019']
['S01922102019', 'L03212062020', 'D03112062020', 'K04322062021', 'M04425072021', 'P05305102021', '09102019']
['S02031102019', 'L03305072020', 'D03321122020', 'K04505102021', 'M04505102021', 'P05422112021', '22102019']
['S02101122019', 'L03421122020', 'D03428112020', 'K04622112021', 'M04728122021', 'P04512112021', '31102019']
['S02221122019', 'L03523122020', 'D03524102020', 'K04726102021', 'M04818022021', 'P04621112021', '01122019']
['S02303012020', 'L03714012021', 'D03602012021', 'K04816022021', 'M04908012021', 'P04730032021', '03012020']
['S02407012020', 'L03809032021', 'D03714012021', 'K04918072021', 'M05001082021', 'P04819082021', '07012020']
['S02518012020', 'L03905042021', 'D03905042021', 'K05017082021', 'M05116012021', 'P04910102021', '18012020']
['S02702032020', 'L04013062021', 'D04116062021', 'K05125042021', 'M05225092021', 'P05011062021', '09022020']
['S02829032020', 'L04116062021', 'D04222062021', 'K05210012021', 'M05322082021', 'P05122022021', '02032020']
['S02925042020', 'L04222062021', 'D04325072021', 'K05312022021', 'M05427082021', 'P05215062021', '29032020']
['S03012062020', 'L04325072021', 'D04405102021', 'K05419102021', 'M05517032021', 'P05305072021', '25042020']
['S03105072020', 'L04405102021', 'D04522112021', 'K05515052021', 'M05623062021', 'P05419122021', '12062020']
['S03221122020', 'L04522112021', 'D04609112021', 'K05613052021', 'M05724072021', 'P05524012021', '05072020']
['S03323112020', 'L04629122021', 'D04727082021', 'K05715102021', 'M05808072021', 'P05624052021', '21122020']
['S03402012021', 'L04701012022', 'D04801012022', 'K05801012022', 'M05901012022', 'P05701012022', '02012021']
['S03609032021', 'L04927042022', 'D04913032022', 'K05913032022', 'M06013032022', 'P05813032022', '14012021']
['S03705042021', 'L05008062022', 'D05027042022', 'K06213062022', 'M06127042022', 'P05927042022', '09032021']
['S03813062021', 'L05113062022', 'D05108062022', 'K06316062022', 'M06208062022', 'P06008062022', '05042021']
['S03916062021', 'L05216062022', 'D05213062022', 'K06402072022', 'M06313062022', 'P06216062022', '13062021']
['S04022062021', 'L05302072022', 'D05316062022', 'K06504112022', 'M06416062022', 'P06302072022', '16062021']
['S04125072021', 'L05404112022', 'D05402072022', 'K06608122022', 'M06502072022', 'P06404112022', '22062021']
['S04205102021', 'L05508122022', 'D05608122022', 'K06710122022', 'M06604112022', 'P06508122022', '25072021']
['S04322112021', 'L05610122022', 'D05710122022', 'K05804092022', 'M05917102022', 'P06610122022', '05102021']
['S04419122021', 'L05726102022', 'D05828102022', 'K05927102022', 'M06030032022', 'P05716122022', '22112021']
['S04613032022', 'L05819082022', 'D05908092022', 'K06025102022', 'M06116022022', 'P05822022022', '01012022']
['S04727042022', 'L05912102022', 'D06013012022', 'K06111092022', 'M06215032022', 'P05903092022', '13032022']
['S04808062022', 'L06019082022', 'D06111042022', 'K06207062022', 'M06326112022', 'P06024062022', '27042022']
['S04913062022', 'L06108052022', 'D06222122022', 'K06330092022', 'M06418042022', 'P06130032022', '08062022']
['S05016062022', 'L06219092022', 'D06304092022', 'K06419122022', 'M06501012022', 'P06214052022', '13062022']
['S05102072022', 'L06324062022', 'D06407072022', 'K06526082022', 'M06621042022', 'P06318122022', '16062022']
['S05204112022', 'L06402102022', 'D06515072022', 'K06612082022', 'M06718032022', 'P06404072022', '02072022']
['S05308122022', 'L06503092022', 'D06613082022', 'K06708102022', 'M06801092022', 'P06508072022', '04112022']
['S05508062022', 'L06627032022', 'D06717112022', 'K06823052022', 'M06917032022', 'P06620122022', '08122022']
['S05629122022', 'L06718072022', 'D06830122022', 'K06927022022', 'M07003092022', 'P06727042022', '10122022']
['S00123012018', 'L01326032019', 'D01226032019', 'K02308012020', 'M02308012020', 'P03619122020', '23012018']
['S00228012018', 'L01415042019', 'D01315042019', 'K02402022020', 'M02402022020', 'P03723012020', '28012018']
['S00322032018', 'L01526052019', 'D01426052019', 'K02601052020', 'M02601052020', 'P03828032020', '22032018']
['S00429072018', 'L01707082019', 'D01607082019', 'K02703062020', 'M02703062020', 'P03919102020', '29072018']
['S00611092018', 'L01821082019', 'D01721082019', 'K02923062020', 'M02819062020', 'P04020072020', '06082018']
['S00729092018', 'L01927082019', 'D01913112019', 'K03005072020', 'M02923062020', 'P04124072020', '11092018']
['S00813102018', 'L02013112019', 'D02022112019', 'K03110092020', 'M03005072020', 'P04202122020', '29092018']
['S00917122018', 'L02122112019', 'D02112122019', 'K03213102020', 'M03110092020', 'P04314032020', '13102018']
['S01025122018', 'L02212122019', 'D02226082019', 'K03301112020', 'M03303112020', 'P04402022020', '17122018']
['S01119082018', 'L02323082019', 'D02315112019', 'K03409122020', 'M03420042020', 'P04517122020', '25122018']
['S01226032019', 'L02408012020', 'D02408012020', 'K03508012021', 'M03508012021', 'P04608012021', '26032019']
['S01315042019', 'L02502022020', 'D02502022020', 'K03612012021', 'M03612012021', 'P04712012021', '15042019']
['S01518062019', 'L02630032020', 'D02630032020', 'K03713032021', 'M03713032021', 'P04813032021', '26052019']
['S01721082019', 'L02701052020', 'D02701052020', 'K03818032021', 'M03818032021', 'P04918032021', '18062019']
['S01827082019', 'L02919062020', 'D02803062020', 'K04023082021', 'M03908052021', 'P05123082021', '07082019']
['S01913112019', 'L03105072020', 'D02919062020', 'K04125082021', 'M04023082021', 'P05225082021', '21082019']
['S02022112019', 'L03210092020', 'D03023062020', 'K04217102021', 'M04125082021', 'P05317102021', '27082019']
['S02112122019', 'L03313102020', 'D03105072020', 'K04408112021', 'M04217102021', 'P05402112021', '13112019']
['S02228102019', 'L03406092020', 'D03313102020', 'K04505082021', 'M04408112021', 'P05508112021', '22112019']
['S02329092019', 'L03509082020', 'D03420122020', 'K04604092021', 'M04520072021', 'P04631082021', '12122019']
['S02408012020', 'L03608012021', 'D03508012021', 'K04702032021', 'M04611092021', 'P04727022021', '08012020']
['S02502022020', 'L03712012021', 'D03612012021', 'K04810022021', 'M04706042021', 'P04821052021', '02022020']
['S02701052020', 'L03813032021', 'D03713032021', 'K04928022021', 'M04801022021', 'P04902082021', '30032020']
['S02803062020', 'L03918032021', 'D03818032021', 'K05011112021', 'M04906122021', 'P05030032021', '01052020']
['S02919062020', 'L04008052021', 'D04125082021', 'K05103072021', 'M05031032021', 'P05108032021', '03062020']
['S03023062020', 'L04123082021', 'D04217102021', 'K05211092021', 'M05117072021', 'P05227112021', '19062020']
['S03105072020', 'L04225082021', 'D04302112021', 'K05316012021', 'M05206062021', 'P05322122021', '23062020']
['S03210092020', 'L04317102021', 'D04408112021', 'K05415082021', 'M05324072021', 'P05428022021', '05072020']
['S03313102020', 'L04508112021', 'D04506062021', 'K05506062021', 'M05409092021', 'P05531072021', '10092020']
['S03424122020', 'L04604122021', 'D04618102021', 'K05607062021', 'M05531052021', 'P05621112021', '13102020']
['S03508012021', 'L04731012022', 'D04912042022', 'K05731012022', 'M05631012022', 'P05731012022', '08012021']
['S03612012021', 'L04819022022', 'D05018042022', 'K05912042022', 'M05719022022', 'P05819022022', '12012021']
['S03713032021', 'L04912042022', 'D05125042022', 'K06018042022', 'M05812042022', 'P05912042022', '13032021']
['S03818032021', 'L05125042022', 'D05210052022', 'K06125042022', 'M05918042022', 'P06210052022', '18032021']
['S04125082021', 'L05210052022', 'D05301062022', 'K06301062022', 'M06025042022', 'P06301062022', '08052021']
['S04217102021', 'L05301062022', 'D05414062022', 'K06414062022', 'M06110052022', 'P06414062022', '23082021']
['S04302112021', 'L05414062022', 'D05520072022', 'K06520072022', 'M06201062022', 'P06520072022', '25082021']
['S04408112021', 'L05520072022', 'D05624112022', 'K06624112022', 'M06314062022', 'P06624112022', '17102021']
['S04522092021', 'L05624112022', 'D05708122022', 'K05727122022', 'M06524112022', 'P05704112022', '02112021']
['S04609072021', 'L05709112022', 'D05821112022', 'K05829112022', 'M05629092022', 'P05815102022', '08112021']
['S04731012022', 'L05823032022', 'D05924062022', 'K05923012022', 'M05702022022', 'P05921062022', '31012022']
['S04819022022', 'L05908082022', 'D06021042022', 'K06021012022', 'M05827062022', 'P06005102022', '19022022']
['S05018042022', 'L06016082022', 'D06116092022', 'K06125062022', 'M05924082022', 'P06103052022', '12042022']
['S05125042022', 'L06110062022', 'D06230082022', 'K06227112022', 'M06021102022', 'P06225072022', '18042022']
['S05210052022', 'L06230112022', 'D06312062022', 'K06322122022', 'M06117122022', 'P06319062022', '25042022']
['S05301062022', 'L06329012022', 'D06409032022', 'K06428062022', 'M06215082022', 'P06426112022', '10052022']
['S05414062022', 'L06430072022', 'D06510102022', 'K06511032022', 'M06324092022', 'P06524022022', '01062022']
['S05520072022', 'L06522032022', 'D06614062022', 'K06601062022', 'M06429102022', 'P06625032022', '14062022']
['S05624112022', 'L06628012022', 'D06728052022', 'K06709042022', 'M06523052022', 'P06702092022', '20072022']
['S05726092022', 'L06701102022', 'D06812112022', 'K06815112022', 'M06607122022', 'P06827032022', '24112022']
['S00116032018', 'L01329012019', 'D01416042019', 'K02524012020', 'M02401012020', 'P03704012020', '16032018']
['S00207042018', 'L01524042019', 'D01524042019', 'K02623022020', 'M02524012020', 'P03827092020', '07042018']
